file,bytes,MB,MiB,time,tp,filter,dir_mem,iter,blocksize,size,operation,options,read_time,write_time,read_tp,write_tp,prefix,n,ppn,config,timesteps,sync_t
passthrough-fuse-1-1000-30000-read.txt,30720000,31,29,0.0106136,2969.6,passthrough,fuse,1,1000,30000,read,dd,,,,,,,,,,
passthrough-fuse-1-1000-30000-write.txt,30720000,31,29,0.02008,1536.0,passthrough,fuse,1,1000,30000,write,dd,,,,,,,,,,
passthrough-fuse-1-100-30000-read.txt,30720000,31,29,0.0101319,3072.0,passthrough,fuse,1,100,30000,read,dd,,,,,,,,,,
passthrough-fuse-1-100-30000-write.txt,30720000,31,29,0.0264355,1228.8,passthrough,fuse,1,100,30000,write,dd,,,,,,,,,,
passthrough-fuse-1-128-30000-read.txt,30670848,31,29,0.0103238,3072.0,passthrough,fuse,1,128,30000,read,dd,,,,,,,,,,
passthrough-fuse-1-128-30000-write.txt,30670848,31,29,0.0247912,1228.8,passthrough,fuse,1,128,30000,write,dd,,,,,,,,,,
passthrough-fuse-1-16-30000-read.txt,30720000,31,29,0.0237889,1331.2,passthrough,fuse,1,16,30000,read,dd,,,,,,,,,,
passthrough-fuse-1-16-30000-write.txt,30720000,31,29,0.0536787,572,passthrough,fuse,1,16,30000,write,dd,,,,,,,,,,
passthrough-fuse-1-4-30000-read.txt,30720000,31,29,0.0817916,376,passthrough,fuse,1,4,30000,read,dd,,,,,,,,,,
passthrough-fuse-1-4-30000-write.txt,30720000,31,29,0.155097,198,passthrough,fuse,1,4,30000,write,dd,,,,,,,,,,
passthrough-fuse-2-1000-30000-read.txt,30720000,31,29,0.0102854,3072.0,passthrough,fuse,2,1000,30000,read,dd,,,,,,,,,,
passthrough-fuse-2-1000-30000-write.txt,30720000,31,29,0.020773,1536.0,passthrough,fuse,2,1000,30000,write,dd,,,,,,,,,,
passthrough-fuse-2-100-30000-read.txt,30720000,31,29,0.0117072,2662.4,passthrough,fuse,2,100,30000,read,dd,,,,,,,,,,
passthrough-fuse-2-100-30000-write.txt,30720000,31,29,0.027905,1126.4,passthrough,fuse,2,100,30000,write,dd,,,,,,,,,,
passthrough-fuse-2-128-30000-read.txt,30670848,31,29,0.0101393,3072.0,passthrough,fuse,2,128,30000,read,dd,,,,,,,,,,
passthrough-fuse-2-128-30000-write.txt,30670848,31,29,0.0247136,1228.8,passthrough,fuse,2,128,30000,write,dd,,,,,,,,,,
passthrough-fuse-2-16-30000-read.txt,30720000,31,29,0.0271399,1126.4,passthrough,fuse,2,16,30000,read,dd,,,,,,,,,,
passthrough-fuse-2-16-30000-write.txt,30720000,31,29,0.0518041,593,passthrough,fuse,2,16,30000,write,dd,,,,,,,,,,
