file,bytes,MB,MiB,time,tp,filter,dir_mem,iter,blocksize,transfersize,isize,psize,size,options,read_time1,write_time1,read_time2,write_time2,read_time3,write_time3,read_time4,write_time4,read_time5,write_time5,read_time6,write_time6,read_time7,write_time7,read_tp,write_tp,prefix,n,ppn,config,timesteps,sync_t,nproc,rate_iops,rate_objs,total_time
passthrough_fh-tmpfs-2-500-1000-2.txt,,,,,,passthrough_fh,tmpfs,2,,,500,1000,,md,2.9630e-06,4.3130e-06,3.2100e-06,4.5600e-06,4.1985e-06,6.6890e-06,4.6960e-06,7.4490e-06,4.9350e-06,7.8200e-06,6.4500e-06,1.1534e-05,1.0245e-05,2.8046e-05,,,,,,,,,2,406640.0,101660.0,0
passthrough_fh-tmpfs-3-200-1000-1.txt,,,,,,passthrough_fh,tmpfs,3,,,200,1000,,md,2.8120e-06,4.2940e-06,3.0880e-06,4.6370e-06,3.4995e-06,5.2010e-06,4.2870e-06,6.7250e-06,5.0520e-06,7.9380e-06,3.4150e-05,4.0231e-05,5.2302e-05,4.7765e-05,,,,,,,,,1,222723.7,55680.9,0
passthrough_fh-tmpfs-3-200-1000-1.txt,,,,,,passthrough_fh,tmpfs,3,,,200,1000,,md,2.8120e-06,4.2940e-06,3.0880e-06,4.6370e-06,3.4995e-06,5.2010e-06,4.2870e-06,6.7250e-06,5.0520e-06,7.9380e-06,3.4150e-05,4.0231e-05,5.2302e-05,4.7765e-05,,,,,,,,,1,222723.7,55680.9,0
passthrough_fh-tmpfs-3-200-1000-2.txt,,,,,,passthrough_fh,tmpfs,3,,,200,1000,,md,2.9230e-06,4.2800e-06,3.0860e-06,4.4610e-06,3.1390e-06,4.5360e-06,3.2290e-06,4.6650e-06,3.3860e-06,5.0490e-06,5.5300e-06,8.1010e-06,2.0810e-05,1.7543e-05,,,,,,,,,2,608122.5,152030.6,0
passthrough_fh-tmpfs-3-200-1000-2.txt,,,,,,passthrough_fh,tmpfs,3,,,200,1000,,md,2.9230e-06,4.2800e-06,3.0860e-06,4.4610e-06,3.1390e-06,4.5360e-06,3.2290e-06,4.6650e-06,3.3860e-06,5.0490e-06,5.5300e-06,8.1010e-06,2.0810e-05,1.7543e-05,,,,,,,,,2,608122.5,152030.6,0
passthrough_fh-tmpfs-3-500-1000-1.txt,,,,,,passthrough_fh,tmpfs,3,,,500,1000,,md,2.8220e-06,4.3310e-06,3.0980e-06,4.6200e-06,3.2160e-06,4.8070e-06,3.5300e-06,5.3890e-06,4.8880e-06,7.6610e-06,1.7420e-05,1.9341e-05,1.9302e-05,3.9403e-05,,,,,,,,,1,267487.2,66871.8,0
passthrough_fh-tmpfs-3-500-1000-1.txt,,,,,,passthrough_fh,tmpfs,3,,,500,1000,,md,2.8220e-06,4.3310e-06,3.0980e-06,4.6200e-06,3.2160e-06,4.8070e-06,3.5300e-06,5.3890e-06,4.8880e-06,7.6610e-06,1.7420e-05,1.9341e-05,1.9302e-05,3.9403e-05,,,,,,,,,1,267487.2,66871.8,0
passthrough_fh-tmpfs-3-500-1000-2.txt,,,,,,passthrough_fh,tmpfs,3,,,500,1000,,md,2.8600e-06,4.2720e-06,3.2000e-06,4.6110e-06,4.2055e-06,6.7385e-06,4.6180e-06,7.5500e-06,5.0490e-06,8.3750e-06,8.0560e-06,1.6699e-05,1.8598e-05,2.2515e-05,,,,,,,,,2,390490.5,97622.6,0
passthrough_fh-tmpfs-3-500-1000-2.txt,,,,,,passthrough_fh,tmpfs,3,,,500,1000,,md,2.8600e-06,4.2720e-06,3.2000e-06,4.6110e-06,4.2055e-06,6.7385e-06,4.6180e-06,7.5500e-06,5.0490e-06,8.3750e-06,8.0560e-06,1.6699e-05,1.8598e-05,2.2515e-05,,,,,,,,,2,390490.5,97622.6,0
passthrough-fuse-1-200-1000-1.txt,,,,,,passthrough,fuse,1,,,200,1000,,md,7.5629e-05,8.3005e-05,8.0506e-05,8.8722e-05,8.3675e-05,9.3755e-05,8.6998e-05,9.6901e-05,9.1599e-05,1.0466e-04,1.1052e-04,1.3217e-04,1.1690e-04,2.2894e-04,,,,,,,,,1,12941.9,3235.5,0
passthrough-fuse-1-200-1000-1.txt,,,,,,passthrough,fuse,1,,,200,1000,,md,7.5629e-05,8.3005e-05,8.0506e-05,8.8722e-05,8.3675e-05,9.3755e-05,8.6998e-05,9.6901e-05,9.1599e-05,1.0466e-04,1.1052e-04,1.3217e-04,1.1690e-04,2.2894e-04,,,,,,,,,1,12941.9,3235.5,0
passthrough-fuse-1-200-1000-2.txt,,,,,,passthrough,fuse,1,,,200,1000,,md,7.8841e-05,9.1154e-05,9.6556e-05,1.0796e-04,1.0372e-04,1.1528e-04,1.1404e-04,1.2810e-04,1.2953e-04,1.4114e-04,1.7135e-04,1.9224e-04,2.1576e-04,2.4160e-04,,,,,,,,,2,20375.0,5093.8,0
passthrough-fuse-1-200-1000-2.txt,,,,,,passthrough,fuse,1,,,200,1000,,md,7.8841e-05,9.1154e-05,9.6556e-05,1.0796e-04,1.0372e-04,1.1528e-04,1.1404e-04,1.2810e-04,1.2953e-04,1.4114e-04,1.7135e-04,1.9224e-04,2.1576e-04,2.4160e-04,,,,,,,,,2,20375.0,5093.8,0
passthrough-fuse-1-500-1000-1.txt,,,,,,passthrough,fuse,1,,,500,1000,,md,6.5638e-05,7.1654e-05,7.4838e-05,8.3478e-05,8.6718e-05,9.6528e-05,9.6580e-05,1.0953e-04,1.0798e-04,1.2120e-04,1.3953e-04,1.8363e-04,2.1163e-04,8.6033e-04,,,,,,,,,1,12462.0,3115.5,0
passthrough-fuse-1-500-1000-1.txt,,,,,,passthrough,fuse,1,,,500,1000,,md,6.5638e-05,7.1654e-05,7.4838e-05,8.3478e-05,8.6718e-05,9.6528e-05,9.6580e-05,1.0953e-04,1.0798e-04,1.2120e-04,1.3953e-04,1.8363e-04,2.1163e-04,8.6033e-04,,,,,,,,,1,12462.0,3115.5,0
passthrough-fuse-1-500-1000-2.txt,,,,,,passthrough,fuse,1,,,500,1000,,md,9.2986e-05,1.0221e-04,1.1731e-04,1.2883e-04,1.2361e-04,1.3632e-04,1.3095e-04,1.4497e-04,1.3921e-04,1.5352e-04,1.7746e-04,1.8734e-04,2.1923e-04,2.2662e-04,,,,,,,,,2,17834.8,4458.7,0
passthrough-fuse-1-500-1000-2.txt,,,,,,passthrough,fuse,1,,,500,1000,,md,9.2986e-05,1.0221e-04,1.1731e-04,1.2883e-04,1.2361e-04,1.3632e-04,1.3095e-04,1.4497e-04,1.3921e-04,1.5352e-04,1.7746e-04,1.8734e-04,2.1923e-04,2.2662e-04,,,,,,,,,2,17834.8,4458.7,0
passthrough-fuse-2-200-1000-1.txt,,,,,,passthrough,fuse,2,,,200,1000,,md,8.2849e-05,9.0654e-05,8.8407e-05,9.8991e-05,1.1026e-04,1.2263e-04,1.1654e-04,1.3080e-04,1.2611e-04,1.4069e-04,1.7340e-04,1.7087e-04,2.0387e-04,1.7772e-04,,,,,,,,,1,10448.4,2612.1,0
passthrough-fuse-2-200-1000-1.txt,,,,,,passthrough,fuse,2,,,200,1000,,md,8.2849e-05,9.0654e-05,8.8407e-05,9.8991e-05,1.1026e-04,1.2263e-04,1.1654e-04,1.3080e-04,1.2611e-04,1.4069e-04,1.7340e-04,1.7087e-04,2.0387e-04,1.7772e-04,,,,,,,,,1,10448.4,2612.1,0
passthrough-fuse-2-200-1000-2.txt,,,,,,passthrough,fuse,2,,,200,1000,,md,8.5196e-05,9.3869e-05,9.5757e-05,1.0646e-04,1.0105e-04,1.1157e-04,1.0646e-04,1.1879e-04,1.1276e-04,1.2456e-04,1.6496e-04,1.5111e-04,1.9430e-04,1.7563e-04,,,,,,,,,2,21455.6,5363.9,0
passthrough-fuse-2-200-1000-2.txt,,,,,,passthrough,fuse,2,,,200,1000,,md,8.5196e-05,9.3869e-05,9.5757e-05,1.0646e-04,1.0105e-04,1.1157e-04,1.0646e-04,1.1879e-04,1.1276e-04,1.2456e-04,1.6496e-04,1.5111e-04,1.9430e-04,1.7563e-04,,,,,,,,,2,21455.6,5363.9,0
