file,bytes,MB,MiB,time,tp,filter,dir_mem,iter,blocksize,transfersize,isize,psize,size,options,read_time1,write_time1,read_time2,write_time2,read_time3,write_time3,read_time4,write_time4,read_time5,write_time5,read_time6,write_time6,read_time7,write_time7,read_tp,write_tp,prefix,n,ppn,config,timesteps,sync_t,nproc,rate_iops,rate_objs,total_time
passthrough-tmpfs-1-200-1000-2.txt,,,,,,passthrough,tmpfs,1,,,200,1000,,md,5.6300e-06,8.5350e-06,7.4290e-06,1.1287e-05,7.5240e-06,1.1490e-05,7.7550e-06,1.1837e-05,9.3490e-06,1.3072e-05,1.4382e-05,1.9954e-05,2.9620e-05,2.8714e-05,,,,,,,,,2,249654.2,62413.5,0
passthrough-tmpfs-1-200-1000-2.txt,,,,,,passthrough,tmpfs,1,,,200,1000,,md,5.6300e-06,8.5350e-06,7.4290e-06,1.1287e-05,7.5240e-06,1.1490e-05,7.7550e-06,1.1837e-05,9.3490e-06,1.3072e-05,1.4382e-05,1.9954e-05,2.9620e-05,2.8714e-05,,,,,,,,,2,249654.2,62413.5,0
passthrough-tmpfs-1-200-1000-3.txt,,,,,,passthrough,tmpfs,1,,,200,1000,,md,3.6850e-06,5.6590e-06,4.5070e-06,6.2980e-06,5.9900e-06,1.0096e-05,6.6910e-06,1.0495e-05,7.5500e-06,1.1943e-05,1.3245e-05,1.9047e-05,2.0236e-05,2.6299e-05,,,,,,,,,3,421312.8,105328.2,0
passthrough-tmpfs-1-200-1000-3.txt,,,,,,passthrough,tmpfs,1,,,200,1000,,md,3.6850e-06,5.6590e-06,4.5070e-06,6.2980e-06,5.9900e-06,1.0096e-05,6.6910e-06,1.0495e-05,7.5500e-06,1.1943e-05,1.3245e-05,1.9047e-05,2.0236e-05,2.6299e-05,,,,,,,,,3,421312.8,105328.2,0
passthrough-tmpfs-1-200-1000-4.txt,,,,,,passthrough,tmpfs,1,,,200,1000,,md,7.4490e-06,1.4606e-05,1.2170e-05,2.0578e-05,1.2894e-05,2.0962e-05,1.3404e-05,2.1761e-05,1.7981e-05,2.9538e-05,2.2554e-05,3.6643e-05,3.2133e-05,4.8978e-05,,,,,,,,,4,272694.3,68173.6,0
passthrough-tmpfs-1-200-1000-4.txt,,,,,,passthrough,tmpfs,1,,,200,1000,,md,7.4490e-06,1.4606e-05,1.2170e-05,2.0578e-05,1.2894e-05,2.0962e-05,1.3404e-05,2.1761e-05,1.7981e-05,2.9538e-05,2.2554e-05,3.6643e-05,3.2133e-05,4.8978e-05,,,,,,,,,4,272694.3,68173.6,0
passthrough-tmpfs-1-500-1000-1.txt,,,,,,passthrough,tmpfs,1,,,500,1000,,md,5.3930e-06,8.5330e-06,5.6000e-06,9.0120e-06,7.0670e-06,1.1251e-05,7.6270e-06,1.2050e-05,1.0300e-05,1.6240e-05,1.4638e-05,2.1892e-05,1.8858e-05,2.7832e-04,,,,,,,,,1,131785.4,32946.4,0
passthrough-tmpfs-1-500-1000-1.txt,,,,,,passthrough,tmpfs,1,,,500,1000,,md,5.3930e-06,8.5330e-06,5.6000e-06,9.0120e-06,7.0670e-06,1.1251e-05,7.6270e-06,1.2050e-05,1.0300e-05,1.6240e-05,1.4638e-05,2.1892e-05,1.8858e-05,2.7832e-04,,,,,,,,,1,131785.4,32946.4,0
passthrough-tmpfs-1-500-1000-2.txt,,,,,,passthrough,tmpfs,1,,,500,1000,,md,6.3080e-06,9.5830e-06,6.4890e-06,1.0080e-05,6.5590e-06,1.0271e-05,6.7600e-06,1.0623e-05,7.9750e-06,1.1908e-05,1.1631e-05,1.6940e-05,2.1168e-05,3.4961e-05,,,,,,,,,2,280702.5,70175.6,0
passthrough-tmpfs-1-500-1000-2.txt,,,,,,passthrough,tmpfs,1,,,500,1000,,md,6.3080e-06,9.5830e-06,6.4890e-06,1.0080e-05,6.5590e-06,1.0271e-05,6.7600e-06,1.0623e-05,7.9750e-06,1.1908e-05,1.1631e-05,1.6940e-05,2.1168e-05,3.4961e-05,,,,,,,,,2,280702.5,70175.6,0
passthrough-tmpfs-1-500-1000-3.txt,,,,,,passthrough,tmpfs,1,,,500,1000,,md,3.9140e-06,6.1830e-06,5.0510e-06,7.6880e-06,6.9050e-06,1.0936e-05,7.3970e-06,1.2729e-05,8.5230e-06,1.3365e-05,1.4177e-05,1.9057e-05,3.2595e-05,3.0403e-05,,,,,,,,,3,374546.8,93636.7,0
passthrough-tmpfs-1-500-1000-3.txt,,,,,,passthrough,tmpfs,1,,,500,1000,,md,3.9140e-06,6.1830e-06,5.0510e-06,7.6880e-06,6.9050e-06,1.0936e-05,7.3970e-06,1.2729e-05,8.5230e-06,1.3365e-05,1.4177e-05,1.9057e-05,3.2595e-05,3.0403e-05,,,,,,,,,3,374546.8,93636.7,0
passthrough-tmpfs-1-500-1000-4.txt,,,,,,passthrough,tmpfs,1,,,500,1000,,md,5.9610e-06,1.1286e-05,8.4040e-06,1.3620e-05,9.7400e-06,1.5892e-05,1.0578e-05,1.7237e-05,1.2840e-05,2.0819e-05,1.7322e-05,2.8356e-05,1.3421e-04,2.9277e-04,,,,,,,,,4,368534.8,92133.7,0
passthrough-tmpfs-1-500-1000-4.txt,,,,,,passthrough,tmpfs,1,,,500,1000,,md,5.9610e-06,1.1286e-05,8.4040e-06,1.3620e-05,9.7400e-06,1.5892e-05,1.0578e-05,1.7237e-05,1.2840e-05,2.0819e-05,1.7322e-05,2.8356e-05,1.3421e-04,2.9277e-04,,,,,,,,,4,368534.8,92133.7,0
